INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,X,Y
I162021199,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/18/16,2016,3,Friday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162021168,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,3/18/16,2016,3,Friday,16,Part Two,NEPTUNE RD,42.38044,-71.02612
I162020941,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/17/16,2016,3,Thursday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162020871,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,3/17/16,2016,3,Thursday,15,Part Two,,42.36883,-71.0396
I162020603,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/16/16,2016,3,Wednesday,17,Part Two,BOYLSTON ST,42.35242,-71.06525
I162020449,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,3/16/16,2016,3,Wednesday,11,Part Two,VINE ST,42.37663,-71.05593
I162020448,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,3/16/16,2016,3,Wednesday,11,Part Two,VINE ST,42.37663,-71.05593
I162020343,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/15/16,2016,3,Tuesday,21,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162020328,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/15/16,2016,3,Tuesday,20,Part Two,WASHINGTON ST,42.32866,-71.08563
I162020297,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/15/16,2016,3,Tuesday,0,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162020288,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,3/15/16,2016,3,Tuesday,18,Part Two,NORTHAMPTON ST,42.3362,-71.07787
I162020050,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,3/14/16,2016,3,Monday,19,Part Two,DWIGHT ST,42.34411,-71.06831
I162020039,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/14/16,2016,3,Monday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162020038,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/14/16,2016,3,Monday,19,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162019657,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/13/16,2016,3,Sunday,0,Part Two,WASHINGTON ST,42.30972,-71.10429
I162019404,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,3/12/16,2016,3,Saturday,15,Part Two,BENNINGTON ST,42.37843,-71.0294
I162019363,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/12/16,2016,3,Saturday,14,Part Two,WASHINGTON ST,42.32866,-71.08563
I162019180,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,3/11/16,2016,3,Friday,16,Part Two,WASHINGTON ST,42.34906,-71.1505
I162019156,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/11/16,2016,3,Friday,19,Part Two,WASHINGTON ST,42.32866,-71.08563
I162019149,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/11/16,2016,3,Friday,16,Part Two,GREENOUGH LN,42.36697,-71.05326
I162019148,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/11/16,2016,3,Friday,19,Part Two,WASHINGTON ST,42.30972,-71.10429
I162019139,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/11/16,2016,3,Friday,18,Part Two,WASHINGTON ST,42.32866,-71.08563
I162019138,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/11/16,2016,3,Friday,18,Part Two,WASHINGTON ST,42.32866,-71.08563
I162019019,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,3/11/16,2016,3,Friday,10,Part Two,HARRISON AVE,42.33501,-71.07507
I162018623,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/9/16,2016,3,Wednesday,21,Part Two,WASHINGTON ST,42.32866,-71.08563
I162018621,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/9/16,2016,3,Wednesday,16,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162018616,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/9/16,2016,3,Wednesday,20,Part Two,WEST ST,42.35459,-71.06219
I162018599,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/9/16,2016,3,Wednesday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162018590,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/9/16,2016,3,Wednesday,18,Part Two,HYDE PARK AVE,42.26922,-71.12085
I162018330,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/8/16,2016,3,Tuesday,16,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162018317,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/8/16,2016,3,Tuesday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162018291,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/8/16,2016,3,Tuesday,17,Part Two,SCHROEDER PLZ,42.33368,-71.09188
I162018067,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/7/16,2016,3,Monday,0,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162018062,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/7/16,2016,3,Monday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162017661,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/6/16,2016,3,Sunday,12,Part Two,DUDLEY ST,42.31841,-71.06829
I162017468,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/5/16,2016,3,Saturday,0,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162017253,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/4/16,2016,3,Friday,18,Part Two,WASHINGTON ST,42.32866,-71.08563
I162017228,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/4/16,2016,3,Friday,17,Part Two,BOYLSTON ST,42.35231,-71.06371
I162017139,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,3/4/16,2016,3,Friday,11,Part Two,WASHINGTON ST,42.26918,-71.14845
I162017017,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/3/16,2016,3,Thursday,20,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162017010,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/3/16,2016,3,Thursday,19,Part Two,WARREN ST,42.31381,-71.08368
I162017009,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/3/16,2016,3,Thursday,20,Part Two,WASHINGTON ST,42.32866,-71.08563
I162017004,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/3/16,2016,3,Thursday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162016883,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,3/3/16,2016,3,Thursday,11,Part Two,MASSACHUSETTS AVE,42.33286,-71.07262
I162016763,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/2/16,2016,3,Wednesday,20,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162016492,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,3/1/16,2016,3,Tuesday,19,Part Two,PARIS ST,42.37082,-71.03929
I162015568,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,2/27/16,2016,2,Saturday,15,Part Two,HYDE PARK AVE,42.25189,-71.12535
I162015490,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/27/16,2016,2,Saturday,11,Part Two,MASSACHUSETTS AVE,42.33331,-71.07323
I162015343,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/26/16,2016,2,Friday,0,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162015304,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/26/16,2016,2,Friday,18,Part Two,HARRISON AVE,42.33954,-71.06941
I162015031,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/25/16,2016,2,Thursday,19,Part Two,HARRISON AVE,42.33954,-71.06941
I162015013,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/25/16,2016,2,Thursday,0,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162014900,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/25/16,2016,2,Thursday,12,Part Two,CENTRE ST,42.28709,-71.14822
I162014716,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,2/24/16,2016,2,Wednesday,16,Part Two,WASHINGTON ST,42.34906,-71.1505
I162014703,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/24/16,2016,2,Wednesday,18,Part Two,CENTRE ST,42.28709,-71.14822
I162014624,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/22/16,2016,2,Monday,14,Part Two,CENTRE ST,42.28709,-71.14822
I162014480,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,2/23/16,2016,2,Tuesday,19,Part Two,COTTAGE ST,42.36831,-71.03474
I162014468,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,2/23/16,2016,2,Tuesday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162014306,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,2/23/16,2016,2,Tuesday,10,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162013894,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/21/16,2016,2,Sunday,19,Part Two,LAGRANGE ST,42.35157,-71.06354
I162013874,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/19/16,2016,2,Friday,0,Part Two,CENTRE ST,42.28709,-71.14822
I162013641,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/18/16,2016,2,Thursday,21,Part Two,CENTRE ST,42.28709,-71.14822
I162013632,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/20/16,2016,2,Saturday,16,Part Two,CHARTER ST,42.36791,-71.05607
I162013621,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/20/16,2016,2,Saturday,18,Part Two,BOYLSTON ST,42.35231,-71.06371
I162013574,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,2/20/16,2016,2,Saturday,15,Part Two,HYDE PARK AVE,42.23851,-71.13278
I162013535,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/20/16,2016,2,Saturday,13,Part Two,FLORENCE ST,42.2849,-71.12712
I162013366,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/19/16,2016,2,Friday,0,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162013320,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/19/16,2016,2,Friday,17,Part Two,HARRISON AVE,42.33954,-71.06941
I162013100,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/18/16,2016,2,Thursday,21,Part Two,HARRISON AVE,42.33954,-71.06941
I162013098,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/18/16,2016,2,Thursday,21,Part Two,HARRISON AVE,42.33954,-71.06941
I162013096,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,2/18/16,2016,2,Thursday,16,Part Two,WASHINGTON ST,42.34906,-71.1505
I162013090,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/18/16,2016,2,Thursday,20,Part Two,HARRISON AVE,42.33954,-71.06941
I162013036,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,2/18/16,2016,2,Thursday,16,Part Two,WASHINGTON ST,42.34906,-71.1505
I162012542,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/16/16,2016,2,Tuesday,0,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162012524,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,2/16/16,2016,2,Tuesday,19,Part Two,PARIS ST,42.37082,-71.03929
I162012493,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,2/16/16,2016,2,Tuesday,17,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162012404,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/16/16,2016,2,Tuesday,13,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162012254,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/15/16,2016,2,Monday,20,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162012248,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,2/15/16,2016,2,Monday,0,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162012232,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,2/15/16,2016,2,Monday,18,Part Two,PARIS ST,42.37082,-71.03929
I162012019,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/14/16,2016,2,Sunday,0,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162011973,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/14/16,2016,2,Sunday,17,Part Two,TREMONT ST,42.33953,-71.08
I162011807,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/13/16,2016,2,Saturday,20,Part Two,TEMPLE PL,42.35521,-71.06206
I162011772,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/13/16,2016,2,Saturday,17,Part Two,CENTRE ST,42.28709,-71.14822
I162011567,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/10/16,2016,2,Wednesday,20,Part Two,CENTRE ST,42.28709,-71.14822
I162011293,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,2/11/16,2016,2,Thursday,18,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162011230,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/4/16,2016,2,Thursday,16,Part Two,TRINITY PL,42.34839,-71.07529
I162011019,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,2/10/16,2016,2,Wednesday,12,Part Two,HARRISON AVE,42.33556,-71.07436
I162010763,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,2/9/16,2016,2,Tuesday,19,Part Two,CHESTNUT HILL AVE,42.3491,-71.15343
I162010747,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/9/16,2016,2,Tuesday,17,Part Two,BOYLSTON ST,42.35234,-71.06297
I162010737,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/9/16,2016,2,Tuesday,18,Part Two,HARRISON AVE,42.33954,-71.06941
I162010543,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/8/16,2016,2,Monday,19,Part Two,NORTHAMPTON ST,42.33665,-71.07841
I162010532,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/6/16,2016,2,Saturday,19,Part Two,CENTRE ST,42.28709,-71.14822
I162009998,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,2/6/16,2016,2,Saturday,14,Part Two,PARIS ST,42.37082,-71.03929
I162009592,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,2/4/16,2016,2,Thursday,0,Part Two,WASHINGTON ST,42.30972,-71.10429
I162009587,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,2/4/16,2016,2,Thursday,16,Part Two,WASHINGTON ST,42.34906,-71.1505
I162009496,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,,2/4/16,2016,2,Thursday,14,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162009420,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,2/4/16,2016,2,Thursday,10,Part Two,LEXINGTON AVE,42.26255,-71.11582
I162009310,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/3/16,2016,2,Wednesday,21,Part Two,E CONCORD ST,42.33648,-71.07322
I162009304,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/3/16,2016,2,Wednesday,20,Part Two,HARRISON AVE,42.33954,-71.06941
I162009285,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,2/3/16,2016,2,Wednesday,16,Part Two,WASHINGTON ST,42.34906,-71.1505
I162009222,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/3/16,2016,2,Wednesday,16,Part Two,CENTRE ST,42.28709,-71.14822
I162009220,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/3/16,2016,2,Wednesday,15,Part Two,COMMERCIAL ST,42.36759,-71.05759
I162009012,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,2/2/16,2016,2,Tuesday,19,Part Two,TOBIN RD,42.25871,-71.16027
I162008998,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/2/16,2016,2,Tuesday,18,Part Two,HARRISON AVE,42.33954,-71.06941
I162008727,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,1/30/16,2016,1,Saturday,20,Part Two,CENTRE ST,42.28709,-71.14822
I162008703,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/1/16,2016,2,Monday,19,Part Two,MASSACHUSETTS AVE,42.33929,-71.08033
I162008694,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/1/16,2016,2,Monday,19,Part Two,HARRISON AVE,42.33954,-71.06941
I162008667,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,2/1/16,2016,2,Monday,17,Part Two,TEMPLE PL,42.35479,-71.06124
I162008540,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,,2/1/16,2016,2,Monday,10,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162008370,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,1/31/16,2016,1,Sunday,17,Part Two,HARRISON AVE,42.33954,-71.06941
I162008369,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,1/31/16,2016,1,Sunday,17,Part Two,HARRISON AVE,42.33954,-71.06941
I162008312,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/31/16,2016,1,Sunday,7,Part Two,WASHINGTON ST,42.30972,-71.10429
I162008311,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/31/16,2016,1,Sunday,14,Part Two,WASHINGTON ST,42.30972,-71.10429
I162008310,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/31/16,2016,1,Sunday,7,Part Two,WASHINGTON ST,42.30972,-71.10429
I162008089,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,1/30/16,2016,1,Saturday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162008082,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,1/30/16,2016,1,Saturday,15,Part Two,HAVRE ST,42.37358,-71.03688
I162007866,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/29/16,2016,1,Friday,0,Part Two,WASHINGTON ST,42.30972,-71.10429
I162007562,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,1/28/16,2016,1,Thursday,18,Part Two,KNEELAND ST,42.34959,-71.05736
I162007544,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,1/28/16,2016,1,Thursday,18,Part Two,CENTRE ST,42.28709,-71.14822
I162007279,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,1/27/16,2016,1,Wednesday,19,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162007254,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,1/27/16,2016,1,Wednesday,16,Part Two,HARRISON AVE,42.33954,-71.06941
I162007230,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,1/27/16,2016,1,Wednesday,15,Part Two,CENTER PLZ,42.35988,-71.06016
I162006974,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,1/26/16,2016,1,Tuesday,18,Part Two,FLORENCE ST,42.2873,-71.12156
I162006707,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/25/16,2016,1,Monday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162006706,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/25/16,2016,1,Monday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162006225,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,1/23/16,2016,1,Saturday,0,Part Two,PARIS ST,42.37082,-71.03929
I162006212,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,1/23/16,2016,1,Saturday,17,Part Two,ATLANTIC AVE,42.35266,-71.05535
I162006205,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,1/23/16,2016,1,Saturday,16,Part Two,WASHINGTON ST,42.34906,-71.1505
I162006193,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,1/23/16,2016,1,Saturday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162005995,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,1/22/16,2016,1,Friday,19,Part Two,HARRISON AVE,42.33954,-71.06941
I162005912,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,,1/22/16,2016,1,Friday,15,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162005871,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,1/22/16,2016,1,Friday,11,Part Two,CITY HALL PLZ,42.35972,-71.05852
I162005840,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,1/22/16,2016,1,Friday,10,Part Two,PARIS ST,42.37082,-71.03929
I162005686,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,1/21/16,2016,1,Thursday,18,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162005580,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,1/21/16,2016,1,Thursday,11,Part Two,WALDECK ST,42.29787,-71.06652
I162005573,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,1/21/16,2016,1,Thursday,11,Part Two,CANAL ST,42.3649,-71.0605
I162005438,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,1/20/16,2016,1,Wednesday,19,Part Two,HARRISON AVE,42.33954,-71.06941
I162005429,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/20/16,2016,1,Wednesday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162005393,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,1/20/16,2016,1,Wednesday,16,Part Two,WASHINGTON ST,42.33439,-71.07959
I162005335,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,1/20/16,2016,1,Wednesday,13,Part Two,BEACON ST,42.35716,-71.06507
I162005172,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,1/19/16,2016,1,Tuesday,22,Part Two,MARKET ST,42.357,-71.14858
I162005117,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,2/11/16,2016,2,Thursday,15,Part Two,HARRISON AVE,42.33954,-71.06941
I162005116,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,1/19/16,2016,1,Tuesday,17,Part Two,INTERVALE ST,42.30942,-71.0746
I162004892,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,1/18/16,2016,1,Monday,18,Part Two,MOUNT CALVARY RD,42.28062,-71.11365
I162004867,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,1/18/16,2016,1,Monday,18,Part Two,PARIS ST,42.37082,-71.03929
I162004864,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,1/18/16,2016,1,Monday,17,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162004591,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,1/17/16,2016,1,Sunday,17,Part Two,GROVE ST,42.26523,-71.15843
I162004523,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/17/16,2016,1,Sunday,8,Part Two,WASHINGTON ST,42.30972,-71.10429
I162004522,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/17/16,2016,1,Sunday,0,Part Two,WASHINGTON ST,42.30972,-71.10429
I162004258,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,1/16/16,2016,1,Saturday,10,Part Two,PARIS ST,42.37082,-71.03929
I162004124,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,1/15/16,2016,1,Friday,19,Part Two,COLUMBUS AVE,42.34113,-71.08115
I162003780,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,1/14/16,2016,1,Thursday,17,Part Two,CENTRE ST,42.28709,-71.14822
I162003774,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,1/14/16,2016,1,Thursday,16,Part Two,BAKER ST,42.27579,-71.16715
I162003752,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/14/16,2016,1,Thursday,14,Part Two,PARKER ST,42.32469,-71.10088
I162003561,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,1/13/16,2016,1,Wednesday,20,Part Two,VINE ST,42.37643,-71.05559
I162003538,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,6/24/16,2016,6,Friday,17,Part Two,TREMONT ST,42.34219,-71.07495
I162003517,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,,1/13/16,2016,1,Wednesday,17,Part Two,MASSACHUSETTS AVE,42.33208,-71.07145
I162002987,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,1/11/16,2016,1,Monday,19,Part Two,WASHINGTON ST,42.32866,-71.08563
I162002984,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,1/11/16,2016,1,Monday,19,Part Two,WASHINGTON ST,42.32866,-71.08563
I162002959,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,1/11/16,2016,1,Monday,17,Part Two,HARRISON AVENUE EXT,42.35314,-71.06144
I162002660,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,1/10/16,2016,1,Sunday,12,Part Two,CENTRE ST,42.28709,-71.14822
I162002510,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,1/9/16,2016,1,Saturday,20,Part Two,HARRISON AVE,42.35203,-71.06126
I162002238,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,1/8/16,2016,1,Friday,20,Part Two,VINE ST,42.37643,-71.05559
I162002186,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,1/8/16,2016,1,Friday,18,Part Two,WASHINGTON ST,42.30972,-71.10429
I162001948,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,1/7/16,2016,1,Thursday,21,Part Two,VINE ST,42.37643,-71.05559
I162001946,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,1/7/16,2016,1,Thursday,21,Part Two,VINE ST,42.37643,-71.05559
I162001945,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,1/5/16,2016,1,Tuesday,21,Part Two,VINE ST,42.37643,-71.05559
I162001914,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,1/7/16,2016,1,Thursday,19,Part Two,PARIS ST,42.37082,-71.03929
